City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
484,Bangassou,CF,4.74,22.82,70.27,90,16,1.77,few clouds
485,Coihaique,CL,-45.58,-72.07,59.0,24,0,8.05,clear sky
486,Baijiantan,CN,45.63,85.18,49.37,47,0,1.86,clear sky
487,Itarema,BR,-2.92,-39.92,79.14,73,90,18.75,overcast clouds
488,Lata,PT,40.16,-8.33,55.99,79,17,1.01,few clouds
489,Binga,ZW,-17.62,27.34,78.35,38,1,2.75,clear sky
490,Dinghai,CN,26.28,119.79,75.2,88,20,4.47,few clouds
491,Hofn,IS,64.25,-15.21,47.53,93,100,15.1,heavy intensity rain
492,Shingu,JP,33.73,135.98,66.54,89,98,3.85,light rain
493,Santiago Del Estero,AR,-27.8,-64.26,55.13,42,97,12.3,overcast clouds
494,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,17,0,13.87,clear sky
495,Mount Isa,AU,-20.73,139.5,71.6,35,48,10.29,scattered clouds
496,Dunedin,NZ,-45.87,170.5,52.0,86,83,4.0,broken clouds
497,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.4,73,75,14.99,broken clouds
498,Ayan,RU,56.45,138.17,45.41,65,100,9.75,overcast clouds
499,Zhangye,CN,38.93,100.45,43.65,51,0,3.38,clear sky
500,Meulaboh,ID,4.14,96.13,77.11,80,100,8.3,overcast clouds
501,Saravan,AM,39.72,45.65,66.2,59,40,11.41,scattered clouds
502,Marshall,US,34.38,-86.33,70.0,37,1,1.9,clear sky
503,Aklavik,CA,68.22,-135.01,48.2,87,75,6.93,broken clouds
504,Cuamba,MZ,-14.8,36.54,74.57,37,35,2.71,scattered clouds
505,Burnie,AU,-41.07,145.92,55.0,90,100,3.0,overcast clouds
506,Paralimni,CY,35.04,33.98,73.4,73,0,10.29,clear sky
507,Abashiri,JP,44.02,144.27,55.0,83,98,5.99,overcast clouds
508,Canutama,BR,-6.53,-64.38,78.33,80,85,2.82,overcast clouds
509,Tiruchchendur,IN,8.48,78.12,80.22,70,39,7.47,scattered clouds
510,Tokmak,UA,47.25,35.71,59.16,70,100,7.02,overcast clouds
511,Saint-Lo,FR,49.12,-1.09,51.8,87,75,12.75,moderate rain
512,Port Lincoln,AU,-34.73,135.87,56.97,93,100,10.56,overcast clouds
513,Drezdenko,PL,52.84,15.83,61.0,83,10,1.01,clear sky
514,Selma,US,36.57,-119.61,87.8,35,90,3.36,smoke
515,Yar-Sale,RU,66.83,70.83,32.32,92,72,17.67,broken clouds
516,Kisangani,CD,0.52,25.2,71.04,91,10,2.28,light rain
517,Verkhniy Mamon,RU,50.16,40.38,53.31,38,85,6.71,overcast clouds
518,Xinqing,CN,48.23,129.5,37.27,95,42,3.33,scattered clouds
519,Seymchan,RU,62.88,152.43,28.87,91,0,1.92,clear sky
520,Srivardhan,IN,18.03,73.02,78.57,86,84,4.68,broken clouds
521,Tilichiki,RU,60.47,166.1,32.95,84,0,4.56,clear sky
522,Viedma,AR,-40.81,-63.0,50.27,47,3,17.6,clear sky
523,Mangan,IN,27.52,88.53,74.73,45,100,0.38,overcast clouds
524,Launceston,AU,-41.45,147.17,55.0,93,90,3.44,moderate rain
525,Pembroke,CA,45.82,-77.12,52.0,57,90,3.36,overcast clouds
526,Nokaneng,BW,-19.67,22.27,79.41,28,6,1.97,clear sky
527,Qingdao,CN,36.1,120.37,62.01,100,87,2.24,overcast clouds
528,Lodja,CD,-3.48,23.43,70.77,96,100,1.72,light rain
529,San Patricio,MX,19.22,-104.7,91.4,63,5,11.41,clear sky
530,Shevchenkove,UA,49.7,37.17,53.6,50,67,8.95,broken clouds
531,Namwala,ZM,-15.75,26.44,73.51,27,22,5.84,few clouds
532,Shihezi,CN,44.3,86.03,47.23,49,51,3.09,broken clouds
533,Marsabit,KE,2.33,37.99,71.06,51,7,19.39,clear sky
534,Capao Bonito,BR,-24.01,-48.35,66.96,83,99,11.01,overcast clouds
535,Camacha,PT,33.08,-16.33,69.8,88,75,13.87,broken clouds
536,Yangambi,CD,0.81,24.43,69.8,92,43,2.39,scattered clouds
537,Thinadhoo,MV,0.53,72.93,82.8,75,100,13.2,heavy intensity rain
538,Talakan,RU,50.32,130.37,43.36,94,88,3.53,overcast clouds
539,Changying,CN,52.87,123.32,35.33,90,100,5.26,overcast clouds
540,Roebourne,AU,-20.78,117.13,59.14,34,62,18.66,broken clouds
541,Mayo,US,38.89,-76.51,66.0,52,1,8.05,clear sky
542,Aginskoye,RU,51.1,114.53,34.74,87,100,15.86,overcast clouds
543,Rio Brilhante,BR,-21.8,-54.55,99.91,17,37,1.43,scattered clouds
544,Umm Lajj,SA,25.02,37.27,85.28,45,0,6.2,clear sky
545,Elk Plain,US,47.05,-122.4,57.2,100,90,4.38,mist
546,Saint Anthony,US,45.02,-93.22,51.01,45,75,3.24,broken clouds
547,Mwinilunga,ZM,-11.74,24.43,69.49,30,8,1.07,clear sky
548,Cabudare,VE,10.03,-69.09,84.2,54,40,4.7,scattered clouds
549,Phibun Mangsahan,TH,15.24,105.23,78.8,94,99,4.52,overcast clouds
550,Sioux Lookout,CA,50.1,-91.92,41.0,48,90,5.82,overcast clouds
551,Jacqueville,CI,5.21,-4.41,78.8,88,20,6.93,few clouds
552,Gornyy,RU,55.12,83.91,39.65,85,7,11.12,clear sky
553,Santa Cruz De La Palma,ES,28.68,-17.76,73.4,83,40,17.22,scattered clouds
554,Verkhoyansk,RU,67.54,133.38,31.89,82,100,18.25,overcast clouds
555,Liverpool,GB,53.41,-2.98,51.8,93,75,20.8,moderate rain
556,Bumba,CD,2.18,22.47,72.84,76,14,0.49,few clouds
557,Kaoma,ZM,-14.78,24.8,72.21,25,72,3.4,broken clouds
558,Damghan,IR,36.17,54.35,60.26,41,16,1.66,few clouds
559,Ayr,GB,55.46,-4.63,48.0,100,75,4.7,light rain
560,Krasnaya Polyana,RU,56.24,51.14,44.4,82,69,6.08,broken clouds
561,Mayumba,GA,-3.43,10.66,77.16,87,100,8.08,overcast clouds
562,Dinguiraye,GN,11.3,-10.72,72.21,94,100,1.25,moderate rain
563,Safford,US,32.83,-109.71,95.0,6,1,12.75,clear sky
564,Mitsamiouli,KM,-11.38,43.28,77.13,80,1,1.61,clear sky
565,Wattegama,LK,6.8,81.48,77.0,100,40,8.05,scattered clouds
566,Hokitika,NZ,-42.72,170.97,56.16,88,100,11.3,light rain
567,Hyeres,FR,43.12,6.12,57.2,76,54,5.82,broken clouds
568,Lorengau,PG,-2.02,147.27,82.74,73,32,9.75,scattered clouds
569,Imbituba,BR,-28.24,-48.67,62.6,88,90,16.11,light rain
570,Uruzgan,AF,32.83,66.0,47.28,45,0,2.91,clear sky
571,Geraldton,AU,-28.77,114.6,39.2,86,0,3.36,clear sky
572,Bantry,IE,51.68,-9.45,48.2,81,75,9.17,broken clouds
573,Charagua,BO,-19.8,-63.22,85.5,31,0,10.89,clear sky
574,Nanao,JP,37.05,136.97,66.99,84,100,0.27,light rain
575,Tiarei,PF,-17.53,-149.33,84.2,66,20,5.82,few clouds
576,Bulawayo,ZW,-20.15,28.58,70.48,58,36,7.78,scattered clouds
577,Aksarka,RU,66.56,67.8,30.78,97,0,9.1,clear sky
578,Tessalit,ML,20.2,1.01,90.14,28,75,8.63,broken clouds
579,Yei,SS,4.09,30.68,67.37,95,95,3.89,overcast clouds
580,Bilibino,RU,68.05,166.44,25.57,87,92,1.34,overcast clouds
581,Yenagoa,NG,4.92,6.26,75.78,94,100,3.67,overcast clouds
582,Lakes Entrance,AU,-37.88,147.98,77.0,32,76,5.99,broken clouds
583,Luau,AO,-10.71,22.22,75.81,43,2,2.39,clear sky
584,Umm Kaddadah,SD,13.6,26.69,92.79,26,27,5.84,scattered clouds
585,Sinnamary,GF,5.38,-52.95,81.97,78,72,10.27,broken clouds
586,Xining,CN,36.62,101.77,39.52,65,75,1.36,broken clouds
587,Houston,US,29.76,-95.36,86.0,39,1,9.17,clear sky
588,Manokwari,ID,-0.87,134.08,79.38,76,100,4.36,moderate rain
589,Yeniseysk,RU,58.45,92.17,40.75,88,100,6.87,overcast clouds
590,The Pas,CA,53.83,-101.25,48.2,57,20,9.17,few clouds
591,Agar,IN,23.7,76.02,73.44,54,64,6.71,broken clouds
592,Korla,CN,41.76,86.15,51.66,40,0,3.06,clear sky
593,Dayong,CN,25.02,118.29,77.0,83,84,2.66,broken clouds
594,San Lazaro,BZ,18.04,-88.66,84.2,70,90,9.17,overcast clouds
595,Humboldt,US,40.67,-123.92,87.01,82,1,13.87,clear sky
596,Adrar,MR,20.5,-10.07,90.18,20,0,13.06,clear sky
597,Kilindoni,TZ,-7.91,39.67,77.32,84,0,8.14,clear sky
598,Carutapera,BR,-1.2,-46.02,80.85,74,100,9.17,overcast clouds
599,Buala,SB,-8.14,159.59,82.02,72,0,4.18,clear sky
600,Zambezi,ZM,-13.54,23.1,74.93,33,0,4.03,clear sky
601,Imeni Morozova,RU,59.98,31.04,59.0,40,100,9.31,overcast clouds
602,Sao Filipe,CV,14.9,-24.5,79.72,76,2,14.61,clear sky
603,Richards Bay,ZA,-28.78,32.04,67.8,92,100,12.44,light rain
604,Simbahan,PH,6.3,120.58,84.13,75,75,12.97,light rain
605,Qasigiannguit,GL,68.82,-51.19,32.0,96,91,2.24,overcast clouds
606,Nalut,LY,30.33,10.85,88.47,12,72,10.96,broken clouds
607,Tomatlan,MX,19.93,-105.25,89.19,50,0,7.87,clear sky
608,Rabo De Peixe,PT,37.8,-25.58,68.0,88,75,11.41,light intensity drizzle
609,Kropotkin,RU,45.44,40.58,59.81,55,50,9.01,scattered clouds
610,Lasa,IT,46.62,10.7,52.0,93,75,11.41,broken clouds
611,Noeux-Les-Mines,FR,50.48,2.67,53.6,81,24,6.93,few clouds
612,Jacmel,HT,18.23,-72.53,87.8,58,40,23.04,scattered clouds
613,Trairi,BR,-3.28,-39.27,79.27,71,91,12.64,overcast clouds
614,Menongue,AO,-14.66,17.69,69.26,43,36,2.57,scattered clouds
615,Rio De Jesus,PA,7.98,-81.16,76.69,90,100,10.87,light rain
616,Myitkyina,MM,25.38,97.4,74.08,91,29,1.74,scattered clouds
617,Abu Dhabi,AE,24.47,54.37,89.6,62,0,4.7,clear sky
618,Bowmore,US,34.94,-79.3,73.4,38,1,9.17,clear sky
619,San Pedro Buenavista,MX,16.08,-93.12,78.8,69,90,12.75,overcast clouds
620,Kogon,UZ,39.72,64.55,55.4,50,58,4.7,broken clouds
621,Bichura,RU,50.59,107.6,24.98,87,0,3.51,clear sky
622,Sanmenxia,CN,34.77,111.18,54.12,84,100,3.51,light rain
623,Padang,ID,-0.95,100.35,77.41,73,94,3.15,overcast clouds
624,Laviana,ES,43.23,-5.53,60.01,67,96,4.09,overcast clouds
625,Popondetta,PG,-8.75,148.25,73.89,90,99,2.91,overcast clouds
626,Malakal,SS,9.53,31.66,72.73,87,100,3.31,overcast clouds
627,Yaan,NG,7.38,8.57,76.53,86,31,2.17,scattered clouds
628,Virginia Beach,US,36.85,-75.98,69.8,40,20,8.05,few clouds
629,Srednekolymsk,RU,67.45,153.68,26.71,95,26,8.03,scattered clouds
630,Nerchinsk,RU,51.98,116.58,37.98,83,100,6.76,overcast clouds
631,Takoradi,GH,4.88,-1.76,76.37,88,50,8.19,scattered clouds
632,Doka,SD,13.52,35.77,74.34,85,97,6.91,overcast clouds
633,Huancabamba,PE,-5.24,-79.45,65.71,65,92,1.66,light rain
634,Shimoda,JP,34.67,138.95,61.0,93,89,3.78,overcast clouds
635,Luang Prabang,LA,19.89,102.13,74.01,88,91,0.78,overcast clouds
636,Pingzhuang,CN,42.04,119.29,37.83,66,0,8.68,clear sky
637,Tombouctou,ML,20.0,-3.0,97.38,24,4,4.09,clear sky
638,Marondera,ZW,-18.19,31.55,63.9,44,83,7.99,broken clouds
639,Naldurg,IN,17.82,76.3,75.16,72,91,6.49,overcast clouds
640,San Vicente,AR,-26.62,-54.13,79.43,60,11,7.72,few clouds
641,Strelka,RU,58.07,93.03,38.84,86,100,5.55,overcast clouds
642,Dickinson,US,29.46,-95.05,82.0,42,1,9.17,clear sky
643,Samarai,PG,-10.62,150.67,78.55,84,73,12.97,broken clouds
644,Palamos,ES,41.85,3.13,57.99,71,2,2.24,clear sky
645,Yining,CN,29.04,114.56,64.11,92,100,2.89,moderate rain
646,Pedernales,DO,18.04,-71.74,82.4,83,75,16.11,broken clouds
647,Ukiah,US,39.15,-123.21,97.0,19,1,3.36,haze
648,Zaza Del Medio,CU,22.0,-79.37,86.9,72,17,9.64,few clouds
649,Fensmark,DK,55.28,11.8,62.01,93,23,18.34,few clouds
650,Sabha,LY,27.04,14.43,86.86,15,92,12.08,overcast clouds
651,Soweto,ZA,-26.27,27.86,62.6,77,0,4.7,clear sky
652,Rock Sound,BS,24.9,-76.2,83.5,75,94,14.79,overcast clouds
653,Alofi,NU,-19.06,-169.92,78.8,83,90,13.87,light intensity drizzle
654,Kurilsk,RU,45.23,147.88,57.42,91,68,8.23,broken clouds
655,Ulladulla,AU,-35.35,150.47,54.0,93,4,5.48,clear sky
656,Mama,RU,58.31,112.9,29.57,90,98,3.76,overcast clouds
657,Balkhash,KZ,46.84,74.98,49.68,49,0,6.2,clear sky
658,Grafton,US,42.21,-71.69,64.0,51,20,8.05,few clouds
659,Tianpeng,CN,30.99,103.94,69.01,1,100,2.44,overcast clouds
660,Huarmey,PE,-10.07,-78.15,67.68,70,9,13.09,clear sky
661,Flinders,AU,-34.58,150.86,64.99,75,95,1.01,overcast clouds
662,Faanui,PF,-16.48,-151.75,78.24,77,11,18.12,few clouds
663,Poronaysk,RU,49.22,143.12,49.46,81,0,9.71,clear sky
664,Udankudi,IN,8.43,78.02,79.63,69,44,7.34,scattered clouds
665,Shushtar,IR,32.05,48.86,80.67,20,0,4.43,clear sky
666,Araceli,PH,10.55,119.99,83.14,76,98,11.05,moderate rain
667,Roma,US,43.21,-75.46,55.0,54,75,11.41,broken clouds
668,Cururupu,BR,-1.83,-44.87,79.75,79,72,4.76,broken clouds
669,Kautokeino,NO,69.01,23.04,41.16,91,88,15.59,overcast clouds
670,Cadillac,US,44.25,-85.4,44.6,75,90,3.36,light rain
671,Arica,CL,-18.48,-70.3,66.0,68,7,16.11,clear sky
672,Canyon,US,34.98,-101.92,73.0,31,0,7.0,clear sky
673,Hailar,CN,49.2,119.7,40.24,92,100,11.43,light rain
674,Ormara,PK,25.21,64.64,86.61,36,0,12.93,clear sky
675,Buraydah,SA,26.33,43.98,80.6,30,0,2.24,clear sky
676,Buriti Bravo,BR,-5.84,-43.83,91.54,28,85,2.68,overcast clouds
677,Manaure,CO,11.78,-72.44,82.04,78,100,10.4,overcast clouds
678,Chulman,RU,56.85,124.91,29.05,94,91,7.94,overcast clouds
679,Dalvik,IS,65.97,-18.53,35.6,93,90,3.36,overcast clouds
680,Esso,RU,55.93,158.7,39.72,63,0,2.04,clear sky
681,Coquimbo,CL,-29.95,-71.34,60.8,51,100,14.99,overcast clouds
682,College,US,64.86,-147.8,59.0,58,75,5.12,broken clouds
683,Banjar,ID,-8.19,114.97,78.8,100,40,6.93,scattered clouds
684,Guarapari,BR,-20.67,-40.5,82.99,82,0,13.0,clear sky
685,Mukhen,RU,48.1,136.1,43.97,91,34,6.64,scattered clouds
686,Rondonopolis,BR,-16.47,-54.64,104.5,11,0,4.25,clear sky
687,Merauke,ID,-8.47,140.33,78.76,83,100,11.9,overcast clouds
688,Gunjur,GM,13.2,-16.73,82.4,88,40,3.36,thunderstorm
689,Kasempa,ZM,-13.46,25.83,70.7,24,0,6.38,clear sky
690,Nieves,PH,15.33,120.95,78.8,83,90,4.7,haze
691,Masakin,TN,35.73,10.58,75.0,73,40,23.04,scattered clouds
692,Andenes,NO,69.31,16.12,46.4,81,0,8.05,clear sky
693,Sesheke,ZM,-17.48,24.3,78.8,29,36,2.24,scattered clouds
694,Port Blair,IN,11.67,92.75,80.89,82,100,11.01,light rain
695,Andra,RU,62.51,65.89,32.72,93,100,11.65,overcast clouds
696,Sitio Novo Do Tocantins,BR,-5.52,-47.46,93.65,30,95,3.09,overcast clouds
697,Qianan,CN,44.99,124.06,42.85,85,100,12.66,overcast clouds
698,Sahuaripa,MX,29.05,-109.23,97.77,16,0,4.09,clear sky
699,Brae,GB,60.4,-1.35,55.4,87,100,20.8,overcast clouds
700,Bandar-E Anzali,IR,37.47,49.46,68.0,100,75,2.84,mist
701,Bud,US,39.45,-86.18,62.01,44,90,8.05,overcast clouds
702,Meghri,AM,38.9,46.24,62.06,68,99,7.16,overcast clouds
703,Oga,IT,46.46,10.35,46.0,100,20,2.24,few clouds
704,Jaicos,BR,-7.36,-41.14,89.04,27,100,5.39,overcast clouds
705,Mokhsogollokh,RU,61.47,128.92,25.5,95,0,3.47,clear sky
706,Baiao,BR,-2.79,-49.67,87.01,58,93,3.36,overcast clouds
707,Port Macquarie,AU,-31.43,152.92,57.0,99,4,13.18,clear sky
708,Shache,CN,38.42,77.24,51.24,44,53,8.05,broken clouds
709,Nanakuli,US,21.39,-158.15,84.2,74,20,10.29,few clouds
710,Tigil,RU,57.8,158.67,37.42,78,0,3.76,clear sky
711,Abaete,BR,-19.16,-45.45,91.65,16,29,5.99,scattered clouds
712,Kotovo,RU,50.32,44.8,54.68,50,100,6.8,overcast clouds
713,Swan Hill,AU,-35.34,143.55,71.22,31,31,17.07,scattered clouds
714,Khasan,RU,42.43,130.64,50.88,83,0,3.15,clear sky
715,Saint-Pierre,RE,-21.34,55.48,73.4,78,90,16.11,overcast clouds
716,Penzance,GB,50.12,-5.54,51.8,66,55,19.46,broken clouds
717,Conde,BR,-7.26,-34.91,80.6,69,20,13.87,few clouds
718,Evensk,RU,61.95,159.23,38.07,74,11,3.2,few clouds
719,Dehui,CN,44.53,125.7,50.0,61,75,11.18,broken clouds
720,Okhotsk,RU,59.38,143.3,42.76,68,100,4.34,overcast clouds
721,Lichuan,CN,30.3,108.85,55.99,98,100,2.57,light rain
722,Berbera,SO,10.44,45.01,84.49,56,0,1.7,clear sky
723,Portland,US,45.52,-122.68,66.2,72,20,2.39,few clouds
724,Zhezkazgan,KZ,47.8,67.71,49.08,65,17,5.48,few clouds
725,Soyo,AO,-6.13,12.37,76.26,86,96,12.95,overcast clouds
726,Suntar,RU,62.14,117.63,30.27,95,84,7.16,broken clouds
